 ,Label,slice,Saturated,J.D.-2400000,JD_UTC,JD_SOBS,HJD_UTC,BJD_TDB,AIRMASS,ALT_OBJ,CCD-TEMP,EXPTIME,RAOBJ2K,DECOBJ2K,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_C4,rel_flux_C5,rel_flux_C6,rel_flux_T7,rel_flux_T8,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_err_C4,rel_flux_err_C5,rel_flux_err_C6,rel_flux_err_T7,rel_flux_err_T8,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,rel_flux_SNR_C4,rel_flux_SNR_C5,rel_flux_SNR_C6,rel_flux_SNR_T7,rel_flux_SNR_T8,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_C2,Y(IJ)_C2,X(FITS)_C2,Y(FITS)_C2,RA_C2,DEC_C2,Source-Sky_C2,Source_Error_C2,Source_SNR_C2,Peak_C2,Mean_C2,Sky/Pixel_C2,FWHM_C2,Width_C2,X-Width_C2,Y-Width_C2,Angle_C2,Roundness_C2,X(IJ)_C3,Y(IJ)_C3,X(FITS)_C3,Y(FITS)_C3,RA_C3,DEC_C3,Source-Sky_C3,Source_Error_C3,Source_SNR_C3,Peak_C3,Mean_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,X-Width_C3,Y-Width_C3,Angle_C3,Roundness_C3,X(IJ)_C4,Y(IJ)_C4,X(FITS)_C4,Y(FITS)_C4,RA_C4,DEC_C4,Source-Sky_C4,Source_Error_C4,Source_SNR_C4,Peak_C4,Mean_C4,Sky/Pixel_C4,FWHM_C4,Width_C4,X-Width_C4,Y-Width_C4,Angle_C4,Roundness_C4,X(IJ)_C5,Y(IJ)_C5,X(FITS)_C5,Y(FITS)_C5,RA_C5,DEC_C5,Source-Sky_C5,Source_Error_C5,Source_SNR_C5,Peak_C5,Mean_C5,Sky/Pixel_C5,FWHM_C5,Width_C5,X-Width_C5,Y-Width_C5,Angle_C5,Roundness_C5,X(IJ)_C6,Y(IJ)_C6,X(FITS)_C6,Y(FITS)_C6,RA_C6,DEC_C6,Source-Sky_C6,Source_Error_C6,Source_SNR_C6,Peak_C6,Mean_C6,Sky/Pixel_C6,FWHM_C6,Width_C6,X-Width_C6,Y-Width_C6,Angle_C6,Roundness_C6,X(IJ)_T7,Y(IJ)_T7,X(FITS)_T7,Y(FITS)_T7,RA_T7,DEC_T7,Source-Sky_T7,Source_Error_T7,Source_SNR_T7,Peak_T7,Mean_T7,Sky/Pixel_T7,FWHM_T7,Width_T7,X-Width_T7,Y-Width_T7,Angle_T7,Roundness_T7,X(IJ)_T8,Y(IJ)_T8,X(FITS)_T8,Y(FITS)_T8,RA_T8,DEC_T8,Source-Sky_T8,Source_Error_T8,Source_SNR_T8,Peak_T8,Mean_T8,Sky/Pixel_T8,FWHM_T8,Width_T8,X-Width_T8,Y-Width_T8,Angle_T8,Roundness_T8
209,WASP-12b_00248_clean.fits,209.000000,0.000000,56319.801362,2456319.801362,2456319.800783,2456319.806223,2456319.806987,1.371552,46.741502,-20.040000,100.000000,6.509110,29.672297,20.815146,18.000000,32.000000,48.000000,0.140025,0.089060,0.138109,0.745459,0.459939,0.057920,0.833467,0.987018,0.000245,0.000240,0.000272,0.000803,0.000518,0.000222,0.000598,0.000680,570.982105,371.071878,508.132225,927.973678,887.877435,261.093396,1394.450365,1450.477137,7856890.852796,4366.719166,2400.017439,2018.547947,2400.517439,2077.952053,6.509099,29.672304,1100161.067704,1017.876020,1827.194139,602.104092,5098.000000,1080.839951,1694.678655,3511.000000,21.580744,18.711856,18.874580,18.549131,329.210362,0.998665,2431.006873,2348.575233,2431.506873,1747.924767,6.508844,29.707578,642514.806213,1694.002680,379.287951,3697.000000,631.230910,1696.171461,21.176427,18.617292,18.801729,18.432855,330.996264,0.998602,2744.368713,2699.233404,2744.868713,1397.266596,6.506275,29.745035,953428.393265,1793.969667,531.462940,4881.000000,936.684208,1722.607450,20.228547,18.275716,18.413162,18.138269,324.611331,0.997913,2162.268811,1603.688993,2162.768811,2492.811007,6.511050,29.627995,3355557.437768,2362.185837,1420.530674,11504.000000,3296.626871,1697.404009,21.690864,18.750402,18.921532,18.579272,331.980576,0.998932,2963.699614,992.294659,2964.199614,3104.205341,6.504504,29.562534,2475232.681942,2177.396585,1136.785415,9900.000000,2431.762448,1716.873580,20.111801,18.061634,18.205188,17.918080,356.447142,0.999743,1205.028161,2259.782872,1205.528161,1836.717128,6.518904,29.697971,430157.533609,1630.731801,263.781900,3079.000000,422.603073,1692.198786,21.066050,18.532792,18.569930,18.495654,318.068243,0.998594,1159.008729,3181.462115,1159.508729,915.037885,6.519311,29.796449,6548463.043466,2967.685566,2206.589242,24431.000000,6433.458414,1713.515793,19.207082,17.797520,18.065812,17.529229,354.275388,0.999054,1891.643773,1264.863793,1892.143773,2831.636207,6.513271,29.591815,7754894.716867,3163.556707,2451.321546,24462.000000,7618.702638,1716.024210,21.459654,18.618175,18.824848,18.411502,333.573640,0.998649
210,WASP-12b_00249_clean.fits,210.000000,0.000000,56319.802741,2456319.802741,2456319.802162,2456319.807602,2456319.808366,1.380360,46.352590,-20.010000,100.000000,6.509110,29.672297,20.102305,18.000000,32.000000,48.000000,0.139340,0.089130,0.138881,0.743884,0.459876,0.057799,0.829302,0.985741,0.000246,0.000241,0.000274,0.000805,0.000520,0.000223,0.000598,0.000683,567.109125,369.385590,507.287571,924.110409,885.105747,259.714670,1387.321766,1443.997048,7828355.036247,4368.795028,2397.916135,2020.345927,2398.416135,2076.154073,6.509098,29.672308,1090804.563351,1017.876020,1824.575231,597.840278,4893.000000,1071.647767,1700.140922,3291.000000,20.770219,18.545290,18.626922,18.463658,319.753738,0.997159,2428.885897,2350.402121,2429.385897,1746.097879,6.508844,29.707585,640643.642615,1696.824731,377.554400,3693.000000,629.392608,1701.367347,20.576195,18.394487,18.469077,18.319897,319.539389,0.997358,2742.266202,2701.007415,2742.766202,1395.492585,6.506274,29.745038,954630.069270,1798.767032,530.713568,4911.000000,937.864780,1725.544735,19.537848,18.141032,18.249284,18.032781,320.621101,0.996253,2160.121395,1605.466901,2160.621395,2491.033099,6.511050,29.627998,3339319.686772,2364.014474,1412.563131,11357.000000,3280.674288,1702.830702,20.967747,18.548492,18.707772,18.389212,325.108823,0.997531,2961.617852,994.001759,2962.117852,3102.498241,6.504504,29.562537,2466012.385023,2173.778702,1134.435802,9707.000000,2422.704079,1719.901826,19.349735,17.915568,18.022177,17.808958,327.527298,0.999210,1202.752388,2261.622619,1203.252388,1834.877381,6.518905,29.697981,427749.252568,1630.249894,262.382629,3015.000000,420.237086,1696.913379,20.256199,18.257950,18.342617,18.173283,321.489528,0.998295,1156.792753,3183.097792,1157.292753,913.402208,6.519311,29.796446,6492072.753902,2961.738481,2191.980418,24149.000000,6378.058455,1719.059209,18.677157,17.741110,17.890198,17.592021,331.454188,0.999043,1889.504903,1266.630955,1890.004903,2829.869045,6.513271,29.591817,7716732.279032,3164.248926,2438.724784,23664.000000,7581.210412,1722.544515,20.683340,18.430707,18.616043,18.245371,326.419393,0.997316
211,WASP-12b_00250_clean.fits,211.000000,0.000000,56319.804120,2456319.804120,2456319.803542,2456319.808981,2456319.809745,1.389343,45.963830,-20.000000,100.000000,6.509110,29.672297,21.237869,18.000000,32.000000,48.000000,0.139479,0.089245,0.138365,0.743122,0.460999,0.057827,0.833130,0.986182,0.000246,0.000241,0.000274,0.000806,0.000522,0.000223,0.000601,0.000684,568.070438,370.026574,505.574582,922.316121,883.630006,259.656271,1385.792340,1441.005968,7744846.424788,4329.496442,2399.784882,2017.838860,2400.284882,2078.661140,6.509099,29.672309,1080246.479335,1017.876020,1803.175506,599.080054,4722.000000,1061.275105,1658.493817,3445.000000,21.905323,19.212269,19.198477,19.226061,312.447402,0.999740,2430.752343,2347.954406,2431.252343,1748.545594,6.508845,29.707593,634557.647675,1677.495727,378.276759,3514.000000,623.413496,1661.327660,21.706747,19.186935,19.185860,19.188010,314.832219,0.999634,2744.123993,2698.555874,2744.623993,1397.944126,6.506275,29.745045,941366.343611,1780.097183,528.828624,4600.000000,924.833993,1686.954174,20.532889,18.808444,18.810073,18.806815,315.173745,0.999184,2162.018737,1602.787085,2162.518737,2493.712915,6.511051,29.627978,3301757.169399,2345.836478,1407.496729,10860.000000,3243.771447,1664.091203,22.048267,19.268361,19.315202,19.221521,323.467103,0.999721,2963.439695,991.649073,2963.939695,3104.850927,6.504505,29.562545,2443785.656592,2157.351974,1132.770955,9118.000000,2400.867698,1681.467793,20.496613,18.621888,18.646925,18.596850,35.483219,0.999932,1204.650492,2259.112603,1205.150492,1837.387397,6.518905,29.697982,423379.607511,1613.903722,262.332630,2944.000000,415.944181,1654.256529,21.451270,18.989400,18.938279,19.040520,298.222356,0.999905,1158.718032,3180.637510,1159.218032,915.862490,6.519311,29.796452,6452460.374080,2944.330138,2191.486713,22653.000000,6339.141751,1682.923188,19.788451,18.434865,18.515783,18.353948,17.501895,0.999885,1891.413589,1264.043792,1891.913589,2832.456208,6.513271,29.591805,7637824.920830,3140.628875,2431.941253,22849.000000,7503.688831,1687.833091,21.973387,19.166840,19.241108,19.092572,326.542055,0.999609
212,WASP-12b_00251_clean.fits,212.000000,0.000000,56319.805499,2456319.805499,2456319.804921,2456319.810360,2456319.811124,1.398503,45.575246,-20.010000,100.000000,6.509110,29.672297,20.432762,18.000000,32.000000,48.000000,0.139795,0.089226,0.138573,0.746318,0.458435,0.057838,0.829379,0.984380,0.000238,0.000233,0.000265,0.000784,0.000504,0.000214,0.000582,0.000664,586.626808,382.776391,523.578408,951.479001,910.284399,269.817611,1424.490484,1482.538334,8025148.758767,4345.150675,2401.619386,2018.312445,2402.119386,2078.187555,6.509098,29.672305,1121879.500576,1017.876020,1813.392806,618.663258,5050.000000,1102.176963,1642.494042,3406.000000,21.115599,18.590464,18.421370,18.759558,302.973526,0.998008,2432.596219,2348.414407,2433.096219,1748.085593,6.508844,29.707585,657394.216464,1679.804230,391.351685,3777.000000,645.849007,1643.558280,20.858309,18.440981,18.270638,18.611323,303.090053,0.997908,2745.916310,2699.154949,2746.416310,1397.345051,6.506275,29.745050,976719.456198,1782.824312,547.849527,4892.000000,959.566231,1668.981972,19.763836,18.147875,17.987274,18.308476,303.698530,0.997880,2163.805159,1603.313331,2164.305159,2493.186669,6.511051,29.627983,3429680.730829,2364.506300,1450.484920,11941.000000,3369.448405,1642.461185,21.183940,18.591511,18.472506,18.710515,305.425034,0.998477,2965.309513,992.060946,2965.809513,3104.439054,6.504505,29.562547,2522572.000435,2167.751964,1163.681105,10049.000000,2478.270390,1664.261891,19.655457,17.928538,17.756561,18.100514,281.974033,0.999559,1206.409395,2259.597813,1206.909395,1836.902187,6.518905,29.697978,438782.354841,1609.375961,272.641300,3048.000000,431.076424,1637.582643,20.688750,18.302506,18.081202,18.523811,298.490532,0.998031,1160.498982,3181.147143,1160.998982,915.352857,6.519311,29.796445,6655886.777305,2974.015186,2238.013716,24719.000000,6538.995563,1659.890856,19.102716,17.741669,17.596912,17.886426,291.185708,0.999512,1893.189221,1264.569878,1893.689221,2831.930122,6.513272,29.591815,7899793.938018,3177.803939,2485.928676,25291.000000,7761.057127,1662.952730,21.093490,18.462668,18.389637,18.535699,309.178166,0.998464
213,WASP-12b_00252_clean.fits,213.000000,0.000000,56319.806879,2456319.806879,2456319.806300,2456319.811739,2456319.812504,1.407846,45.186757,-20.020000,100.000000,6.509110,29.672297,20.366162,18.000000,32.000000,48.000000,0.139363,0.089554,0.138501,0.742949,0.460354,0.057821,0.833195,0.984655,0.000244,0.000239,0.000271,0.000798,0.000517,0.000220,0.000597,0.000678,572.035701,374.340753,511.343525,930.823437,890.866575,262.459186,1396.701102,1451.634267,7789613.569494,4314.582985,2398.920777,2019.058818,2399.420777,2077.441182,6.509098,29.672315,1085585.911206,1017.876020,1799.981783,603.109388,4735.000000,1066.520765,1638.628473,3429.000000,20.949058,19.093745,18.921037,19.266453,302.836486,0.998072,2429.937044,2349.125154,2430.437044,1747.374846,6.508844,29.707592,640252.808819,1672.852879,382.731092,3515.000000,629.008638,1639.627411,20.885339,19.025356,18.841975,19.208737,299.271497,0.998636,2743.247833,2699.775766,2743.747833,1396.724234,6.506275,29.745047,947620.080259,1771.278768,534.992062,4536.000000,930.977901,1665.493410,19.741875,18.700221,18.542868,18.857574,304.653055,0.997732,2161.109319,1604.029072,2161.609319,2492.470928,6.511051,29.627988,3320398.604112,2338.142886,1420.100809,10894.000000,3262.085499,1641.477349,21.116557,19.131103,18.999635,19.262572,304.957850,0.998398,2962.623450,992.853131,2963.123450,3103.646869,6.504504,29.562549,2455555.815878,2152.818013,1140.623964,9175.000000,2412.431149,1659.035083,19.657523,18.542389,18.343665,18.741113,287.412142,0.999318,1203.757483,2260.364972,1204.257483,1836.135028,6.518905,29.697991,425786.260425,1605.684762,265.174255,2916.000000,418.308568,1633.977174,20.619180,18.881057,18.749630,19.012484,301.707140,0.999032,1157.724857,3181.968337,1158.224857,914.531663,6.519311,29.796464,6490270.437020,2944.493312,2204.206208,22565.000000,6376.287790,1662.427399,18.777185,18.370612,18.308295,18.432928,299.977351,0.999816,1890.502348,1265.252865,1891.002348,2831.247135,6.513271,29.591813,7670083.976041,3141.558764,2441.489895,22800.000000,7535.381350,1666.025955,21.182579,19.038439,18.901063,19.175816,304.430735,0.998399
214,WASP-12b_00253_clean.fits,214.000000,0.000000,56319.808258,2456319.808258,2456319.807679,2456319.813118,2456319.813883,1.417374,44.798539,-20.030000,100.000000,6.509110,29.672297,20.570710,18.000000,32.000000,48.000000,0.139807,0.089125,0.138929,0.743492,0.460250,0.057711,0.833813,0.986265,0.000243,0.000238,0.000270,0.000796,0.000515,0.000219,0.000595,0.000677,574.523447,373.863054,514.500785,933.486268,893.419737,263.653244,1400.978543,1456.341505,7828665.999781,4322.662624,2398.764184,2017.837063,2399.264184,2078.662937,6.509099,29.672309,1094505.119227,1017.876020,1806.668150,605.814144,4803.000000,1075.283333,1641.053126,3363.000000,21.316711,19.041559,18.984399,19.098720,312.019892,0.996657,2429.745074,2347.986947,2430.245074,1748.513053,6.508844,29.707595,640632.185732,1676.348671,382.159271,3619.000000,629.381352,1640.918086,20.970790,18.932493,18.823482,19.041504,309.675912,0.996116,2743.092417,2698.585978,2743.592417,1397.914022,6.506275,29.745043,954956.860181,1773.443513,538.476051,4663.000000,938.185832,1668.109055,19.854855,18.618433,18.585817,18.651049,313.380589,0.996154,2160.983460,1602.795622,2161.483460,2493.704378,6.511050,29.627983,3338444.019501,2345.882916,1423.107691,11076.000000,3279.814000,1643.842758,21.450647,19.077441,19.036508,19.118374,312.721282,0.997083,2962.400736,991.559793,2962.900736,3104.940207,6.504504,29.562537,2467484.686134,2157.753379,1143.543423,9374.000000,2424.150523,1662.161430,19.772590,18.495616,18.430885,18.560347,309.297382,0.998747,1203.645838,2259.047681,1204.145838,1837.452319,6.518905,29.697980,427148.248233,1603.464718,266.390800,2914.000000,419.646637,1637.169153,20.885822,18.821252,18.573000,19.069504,302.883460,0.995871,1157.684992,3180.645090,1158.184992,915.854910,6.519311,29.796455,6527643.162571,2952.724074,2210.718984,23270.000000,6413.004173,1662.985834,18.965056,18.286592,18.283579,18.289604,314.730802,0.998771,1890.332465,1264.105850,1890.832465,2832.394150,6.513271,29.591818,7721141.348092,3151.629576,2449.888593,23713.000000,7585.542049,1667.866488,21.349208,18.976588,18.974302,18.978874,314.876852,0.996858
215,WASP-12b_00254_clean.fits,215.000000,0.000000,56319.809637,2456319.809637,2456319.809058,2456319.814498,2456319.815262,1.427092,44.410521,-20.020000,100.000000,6.509110,29.672297,19.683213,18.000000,32.000000,48.000000,0.140049,0.089191,0.138500,0.743114,0.460609,0.057969,0.831748,0.984964,0.000246,0.000241,0.000273,0.000803,0.000520,0.000222,0.000600,0.000682,568.969568,370.565669,506.902408,925.033719,885.874658,261.496141,1387.328468,1443.274443,7732999.769120,4310.471939,2399.805267,2018.145167,2400.305267,2078.354833,6.509098,29.672309,1082996.272155,1017.876020,1805.169846,599.941482,4803.000000,1063.976605,1643.769027,3450.000000,20.483028,19.123236,18.982819,19.263654,305.564723,0.997939,2430.895560,2348.130373,2431.395560,1748.369627,6.508843,29.707580,633237.672452,1671.693795,378.800038,3619.000000,622.116702,1646.996591,19.935622,18.992204,18.814826,19.169582,303.588902,0.997681,2744.158406,2698.928244,2744.658406,1397.571756,6.506275,29.745051,940731.397294,1774.297456,530.199372,4640.000000,924.210198,1672.602680,18.848537,18.745226,18.604291,18.886162,306.871790,0.997115,2161.987813,1603.208978,2162.487813,2493.291022,6.511051,29.627992,3296687.576620,2334.688627,1412.045931,11215.000000,3238.790887,1648.792537,20.554612,19.101118,18.983479,19.218758,306.399778,0.998265,2963.485624,991.973056,2963.985624,3104.526944,6.504504,29.562543,2438634.140248,2148.265298,1135.164331,9554.000000,2395.806653,1667.719590,18.890550,18.497099,18.364101,18.630096,293.934276,0.999541,1204.660341,2259.422755,1205.160341,1837.077245,6.518905,29.697989,423708.982505,1603.640220,264.216984,2983.000000,416.267772,1640.019713,19.963579,18.854578,18.684083,19.025073,302.702398,0.998112,1158.699000,3180.815627,1159.199000,915.684373,6.519311,29.796449,6431904.646081,2939.443369,2188.136949,23176.000000,6318.947024,1670.236417,18.098742,18.378255,18.289997,18.466512,303.296492,0.999415,1891.345978,1264.446048,1891.845978,2832.053952,6.513272,29.591818,7616727.350122,3134.525931,2429.945554,23517.000000,7482.961778,1675.343478,20.691033,18.992000,18.939296,19.044704,310.761525,0.998582
216,WASP-12b_00255_clean.fits,216.000000,0.000000,56319.811016,2456319.811016,2456319.810438,2456319.815877,2456319.816641,1.437006,44.022673,-19.990000,100.000000,6.509110,29.672297,20.371025,18.000000,32.000000,48.000000,0.139450,0.089226,0.138303,0.746051,0.458849,0.057951,0.831441,0.985888,0.000240,0.000235,0.000267,0.000791,0.000509,0.000217,0.000588,0.000671,580.081333,378.878556,517.567111,942.671872,901.540956,266.950052,1412.923593,1470.084423,7938052.896912,4339.929856,2399.862067,2020.055863,2400.362067,2076.444137,6.509099,29.672312,1106957.717800,1017.876020,1809.769279,611.656818,5123.000000,1087.517238,1645.267226,3405.000000,20.952927,18.734100,18.682775,18.785424,311.694474,0.997735,2430.976680,2350.002822,2431.476680,1746.497178,6.508844,29.707579,650259.165282,1678.713697,387.355608,3674.000000,638.839262,1646.518593,20.709311,18.588566,18.519387,18.657744,310.743238,0.997472,2744.268900,2700.640411,2744.768900,1395.859589,6.506275,29.745034,964470.254386,1781.273543,541.449829,4818.000000,947.532151,1672.068401,19.685662,18.237512,18.165047,18.309976,310.877884,0.996929,2162.116849,1605.168609,2162.616849,2491.331391,6.511051,29.627999,3391763.277929,2356.568290,1439.280708,11644.000000,3332.196861,1645.878244,21.149548,18.706321,18.727912,18.684729,316.613508,0.998318,2963.528677,993.891115,2964.028677,3102.608885,6.504505,29.562542,2496738.908096,2166.088772,1152.648469,9736.000000,2452.890980,1666.989036,19.701110,18.042717,18.023552,18.061883,312.329919,0.999479,1204.882461,2261.193422,1205.382461,1835.306578,6.518905,29.697978,434821.291219,1612.023997,269.736240,3023.000000,427.184925,1640.871408,20.701154,18.456360,18.348308,18.564411,308.110243,0.997584,1158.904736,3182.729424,1159.404736,913.770576,6.519311,29.796448,6600026.478605,2966.383065,2224.940722,24969.000000,6484.116288,1663.526130,18.850684,17.885184,17.927087,17.843280,319.769954,0.999201,1891.486899,1266.354950,1891.986899,2830.145050,6.513272,29.591820,7826030.773441,3167.455393,2470.762742,24366.000000,7688.589397,1668.965932,21.217807,18.629901,18.658996,18.600806,316.851290,0.997661
217,WASP-12b_00256_clean.fits,217.000000,0.000000,56319.812395,2456319.812395,2456319.811817,2456319.817256,2456319.818020,1.447118,43.635057,-19.960000,100.000000,6.509110,29.672297,21.066080,18.000000,32.000000,48.000000,0.139523,0.089286,0.138706,0.745345,0.459258,0.057591,0.830469,0.983927,0.000242,0.000237,0.000269,0.000795,0.000512,0.000218,0.000590,0.000673,577.625424,376.676641,516.581394,937.784155,896.971123,264.246839,1406.528494,1462.654054,7889479.387406,4335.801031,2399.595269,2016.881244,2400.095269,2079.618756,6.509099,29.672310,1100765.720728,1017.876020,1807.106729,609.131549,4839.000000,1081.433985,1650.434080,3456.000000,21.617512,18.963242,18.654594,19.271891,285.195105,0.998577,2430.594429,2346.828512,2431.094429,1749.671488,6.508844,29.707578,646678.437175,1679.290715,385.090224,3590.000000,635.321419,1652.431277,21.332895,18.900003,18.612736,19.187271,285.546588,0.998740,2743.937443,2697.592904,2744.437443,1398.907096,6.506275,29.745048,961016.418213,1777.631660,540.616169,4717.000000,944.138971,1676.210780,20.514970,18.565017,18.343537,18.786497,294.702131,0.998656,2161.892411,1601.981147,2162.392411,2494.518853,6.511050,29.627995,3369182.538525,2354.455357,1430.981704,10966.000000,3310.012686,1650.449133,21.944547,19.071526,18.839045,19.304006,288.052111,0.999090,2963.306002,990.720526,2963.806002,3105.779474,6.504505,29.562543,2482980.084261,2164.749565,1147.005697,9399.000000,2439.373790,1669.945608,20.393344,18.459111,18.225171,18.693050,82.823944,0.999316,1204.624339,2258.056201,1205.124339,1838.443799,6.518904,29.697982,429621.909232,1609.216658,266.975803,2967.000000,422.076855,1644.904274,21.290216,18.730053,18.372807,19.087299,282.244558,0.998244,1158.614846,3179.550274,1159.114846,916.949726,6.519311,29.796457,6551967.950330,2955.325449,2217.003867,23167.000000,6436.901767,1669.529707,19.647334,18.240108,18.033462,18.446754,89.434467,0.999487,1891.297165,1263.109659,1891.797165,2833.390341,6.513271,29.591808,7762672.716358,3157.087830,2458.807969,23593.000000,7626.344040,1672.974826,21.787821,18.966194,18.770430,19.161959,294.877750,0.998979
218,WASP-12b_00257_clean.fits,218.000000,0.000000,56319.813775,2456319.813775,2456319.813196,2456319.818635,2456319.819399,1.457435,43.247661,-19.950000,100.000000,6.509110,29.672297,20.545855,18.000000,32.000000,48.000000,0.139792,0.089471,0.138438,0.743689,0.460487,0.057611,0.833359,0.984486,0.000244,0.000239,0.000271,0.000800,0.000517,0.000221,0.000597,0.000678,572.092909,374.030092,510.965956,929.605822,890.165151,260.728567,1395.714810,1451.278381,7813548.887062,4332.954741,2398.749110,2017.785802,2399.249110,2078.714198,6.509099,29.672304,1092269.211074,1017.876020,1810.622865,603.256057,4823.000000,1073.086692,1656.892639,3529.000000,21.200498,19.045269,19.306930,18.783609,338.857089,0.998621,2429.822345,2347.924649,2430.322345,1748.575351,6.508844,29.707590,641676.345572,1677.927493,382.421975,3562.000000,630.407174,1657.005390,21.024655,18.938152,19.198412,18.677892,339.943798,0.998709,2743.108126,2698.561236,2743.608126,1397.938764,6.506275,29.745043,950155.445910,1777.234574,534.625795,4544.000000,933.468740,1681.911421,19.779813,18.667300,18.909687,18.424913,334.445203,0.998290,2160.967795,1602.921205,2161.467795,2493.578795,6.511051,29.627996,3332504.937064,2349.701646,1418.267269,10673.000000,3273.979220,1658.351296,21.412616,19.116768,19.376413,18.857122,340.879185,0.998804,2962.384399,991.658962,2962.884399,3104.841038,6.504504,29.562545,2463588.820554,2160.598540,1140.234419,8992.000000,2420.323077,1678.148159,19.840804,18.548729,18.747357,18.350101,4.283633,0.999531,1203.725503,2258.980529,1204.225503,1837.519471,6.518904,29.697977,425623.337962,1615.923734,263.393209,2940.000000,418.148507,1651.057556,20.775027,18.821432,19.048570,18.594295,345.149547,0.999228,1157.692327,3180.586620,1158.192327,915.913380,6.519311,29.796455,6511492.001486,2954.115593,2204.210295,22348.000000,6397.136660,1674.421967,18.979488,18.317485,18.643612,17.991358,358.613552,0.998730,1890.324711,1264.158146,1890.824711,2832.341854,6.513272,29.591825,7692330.394906,3146.040195,2445.083317,22460.000000,7557.237076,1681.425616,21.353939,19.022343,19.341324,18.703361,341.718419,0.998258
219,WASP-12b_00258_clean.fits,219.000000,0.000000,56319.815154,2456319.815154,2456319.814575,2456319.820014,2456319.820778,1.467960,42.860480,-19.950000,100.000000,6.509110,29.672297,19.529421,18.000000,32.000000,48.000000,0.139408,0.088717,0.137991,0.746008,0.460179,0.058018,0.833532,0.985680,0.000246,0.000241,0.000273,0.000808,0.000521,0.000223,0.000601,0.000683,566.881129,367.833695,506.124378,923.492186,883.769316,260.535767,1387.628385,1442.679123,7767983.118043,4337.583936,2398.538849,2018.458395,2399.038849,2078.041605,6.509098,29.672309,1082917.364504,1017.876020,1812.076639,597.611238,4836.000000,1063.899083,1666.972870,3457.000000,20.195839,18.907112,18.957978,18.856247,321.883858,0.999489,2429.522690,2348.538247,2430.022690,1747.961753,6.508844,29.707586,632993.243764,1683.930312,375.902280,3668.000000,621.876566,1670.317271,19.878411,18.767877,18.860617,18.675136,327.619188,0.999463,2742.893951,2699.294902,2743.393951,1397.205098,6.506274,29.745049,941934.620756,1779.216755,529.409707,4706.000000,925.392290,1694.515625,18.801153,18.528628,18.598776,18.458480,321.428868,0.998842,2160.738757,1603.467137,2161.238757,2493.032863,6.511051,29.627990,3318986.209809,2348.343579,1413.330758,11147.000000,3260.697910,1671.076571,20.453621,18.963352,19.073232,18.853471,330.841348,0.999513,2962.155911,992.161330,2962.655911,3104.338670,6.504504,29.562540,2448100.006427,2163.345242,1131.627056,9409.000000,2405.106279,1690.538372,18.572291,18.445254,18.480676,18.409832,32.370580,0.999919,1203.540238,2259.628524,1204.040238,1836.871476,6.518904,29.697982,425969.037287,1618.215265,263.233852,2982.000000,418.488135,1662.420976,20.072690,18.739670,18.762643,18.716698,321.370707,0.999876,1157.532405,3181.202920,1158.032405,915.297080,6.519311,29.796455,6474861.015187,2949.723820,2195.073644,23493.000000,6361.148990,1687.937282,17.737977,18.229578,18.372425,18.086731,10.692643,0.999717,1890.089838,1264.721729,1890.589838,2831.778271,6.513272,29.591823,7656745.112127,3144.502927,2434.961993,23265.000000,7522.276744,1693.290714,20.523388,18.930101,19.071337,18.788865,334.988549,0.999461
